1	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	Helotiales sp.
1	Fungi	Basidiomycota	Microbotryomycetes	Microbotryales	Ustilentylomataceae	Ustilentyloma	Ustilentyloma graminis
1	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	Helotiales sp.
1	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium tenellum
1	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium sp.
1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Acremonium	Acremonium sp.
1	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium tenellum
1	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	Helotiales sp.
1	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium wellingtonense
1	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	Dioszegia patagonica
1	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium tenellum
1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Ciliciopodium	Ciliciopodium hyalinum
1	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus sp.
1	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Geomyces	Geomyces sp.
1	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium tenellum
1	Fungi	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Cadophora	Cadophora sp.
1	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium tenellum
1	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Strickeria	Strickeria kochii
